Protein,Location,FRC 0.05,FRC 0.1,FRC 0.15,FRC 0.2,FRC 0.25
H16_B1877,Cytoplasm,3.723390589974165e-6,3.3611692884288986e-6,3.7118207300771476e-6,1.6005460362374196e-6,2.216307573823099e-6
H16_B1879,Cytoplasm,8.243960390629841e-7,1.532428546672418e-6,2.854823759473119e-7,6.262455538078319e-7,3.79949635693355e-7
H16_B1880,Cytoplasm,6.649286421958895e-6,5.7397751358549914e-6,5.0349615785201285e-6,5.997670592905289e-6,4.373890487417764e-6
H16_B1881,Cytoplasm,1.3252257927335394e-4,1.8648152234902686e-4,1.2402094649685674e-4,3.210614407004901e-5,9.907463872640321e-5
H16_B1882,Cell_membrane,5.172178069683638e-6,9.962890260772576e-6,1.883046766198753e-5,1.6855769780471896e-5,1.7887572583611503e-5
H16_B1883,Cell_membrane,4.245751076335313e-6,3.6973924860599712e-6,6.353395576187817e-7,3.022852124779536e-6,3.7621333887415176e-6
H16_B1886,Cytoplasm,2.3084907893849637e-6,7.541197129733428e-7,2.8160618865298674e-6,4.706251656239592e-6,1.5248374808468449e-5
H16_B1887,Cytoplasm,8.357323452927392e-6,1.624745597928109e-5,1.247255508474954e-5,1.60539126059957e-5,1.7103126673353266e-5
H16_B1888,Cytoplasm,5.854040329354884e-7,3.73058924257018e-6,3.3296462252139734e-6,4.3922188901328814e-6,1.697087242407469e-5
H16_B1889,Cytoplasm,2.1834580641139504e-4,2.4124783532488035e-4,2.450809097566646e-4,2.3158775290933124e-4,1.91985389204426e-4
H16_B1890,Cell_membrane,6.82380888360844e-6,5.176665647591913e-6,5.344215997028735e-6,2.0626436446911708e-5,3.8520028609188644e-5
H16_B1891,Cytoplasm,1.9404004573216095e-7,6.752245693859173e-7,4.809138116785581e-7,1.0221278964617476e-6,9.827328181875549e-7
H16_B1892,Cytoplasm,NaN,NaN,NaN,2.638912340846357e-7,NaN
H16_B1893,Cytoplasm,8.430663128279161e-6,9.285742557740692e-6,1.6983179500326868e-5,3.1362071114804735e-5,1.1474901458102149e-5
H16_B1894,Cytoplasm,2.961038927191762e-7,5.392547033493487e-7,3.735945261129816e-7,2.532865462049136e-7,3.8437545326887184e-7
H16_B1895,Cytoplasm,5.568614626391257e-6,2.6150376989139495e-6,5.46331130572794e-6,4.149260924884158e-6,5.374009327350157e-6
H16_B1896,Cytoplasm,4.763557603072556e-7,4.206920088346649e-6,3.1528139700877685e-6,4.051053513935817e-6,5.006356112179211e-7
H16_B1897,Cytoplasm,5.642095496824012e-6,5.337297452999201e-5,4.660355485620015e-5,7.025754108820402e-5,1.0508458646241891e-4
H16_B1898,Cell_membrane,9.566759735480152e-6,1.4584861490202949e-5,1.08605648010836e-5,6.477670957903692e-6,9.074845801374292e-6
H16_B1899,Cytoplasm,1.0131068594689753e-4,3.66744906439326e-5,6.555398926302989e-5,6.549032019205451e-5,5.255846891118681e-5
H16_B1900,Cytoplasm,5.1823664826963e-6,1.4564270940791775e-5,1.347731490753531e-5,7.6465829634932e-6,5.628251623222931e-6
H16_B1902,Cytoplasm,4.027505417734467e-7,5.6797243865842495e-8,1.9483189217115034e-6,2.0002834143250323e-6,2.642695867905713e-7
H16_B1903,Cytoplasm,3.5103460223668385e-6,1.4692162407288382e-5,1.015801373196511e-5,5.63597076430926e-6,4.817564593584602e-6
H16_B1906,Cytoplasm,1.690056940096531e-5,3.45565737291947e-5,3.574755059457263e-5,3.6366230089952154e-5,4.2389114793186855e-5
H16_B1908,Cytoplasm,1.2452773468643223e-6,1.4553759059306657e-5,5.412216656205556e-6,1.9848182348504036e-6,2.5176006003975036e-6
H16_B1909,Cytoplasm,2.524743867206104e-5,2.9261737228063905e-5,3.768343536040429e-5,1.0405611222774909e-4,3.750784294124659e-5
H16_B1910,Cytoplasm,1.798990816444538e-4,3.8226348836234154e-4,2.659943135402882e-4,2.3033985583409284e-4,1.4561758068349137e-4
H16_B1911,Cytoplasm,6.991304635367378e-5,6.83271816527209e-5,8.943232597461779e-5,7.345618633019442e-5,9.880824569862473e-5
H16_B1912,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_B1913,Cytoplasm,6.237217166436742e-6,3.133166964630201e-6,3.3102690848492297e-6,2.996578315579002e-6,5.488402693573867e-6
H16_B1914,Cytoplasm,1.1613881903610832e-4,2.049123287453955e-5,2.2427330117677132e-5,2.4371812031606298e-5,2.5442751532445323e-5
H16_B1915,Cytoplasm,3.30496995895842e-4,3.600761164727295e-4,2.591787819082939e-4,2.1863281377271506e-4,9.359702156077024e-5
H16_B1916,Cytoplasm,NaN,NaN,4.586700207928425e-7,2.3398157457024744e-7,6.573731298266436e-7
H16_B1917,Cytoplasm,1.4189059578598097e-5,2.357007548818897e-5,1.5497382550347622e-5,9.28320596576131e-6,1.3267328486177109e-5
H16_B1918,Cytoplasm,2.8329222688310515e-6,1.5967186961272844e-6,1.8335729608674628e-6,3.13971920898259e-5,2.3235198380423488e-5
H16_B1919,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_B1920,Cytoplasm,2.3209455374565446e-4,1.01857117429832e-4,6.057512805306931e-5,4.483672454916101e-5,4.315442779360359e-5
H16_B1921,Cytoplasm,1.8466691539002582e-6,1.9118855988901307e-6,7.463220971899783e-7,8.951147497326082e-7,3.112512016123417e-7
H16_B1922,Cytoplasm,2.2882561297576504e-6,1.328788227772806e-6,3.0354398961087655e-6,4.5444735425682924e-06,2.456901039917407e-6
H16_B1923,Cytoplasm,3.3301741620991515e-6,3.376224856907169e-5,2.1114392628926748e-5,3.188973251418843e-5,3.856000572590857e-5
H16_B1924,Cytoplasm,2.560594215645119e-4,1.5113460916165792e-4,1.9787971974855016e-4,3.6389237927865595e-4,1.684794749189054e-4
H16_B1925,Cytoplasm,2.3622002170247045e-4,6.103654283175953e-5,1.7717107728730495e-4,3.5469572016703633e-4,2.8868344878402733e-4
H16_B1926,Cytoplasm,2.5232370673645724e-5,2.123311077239792e-5,2.0990018659923498e-5,3.1704413969686425e-5,2.5441015838761298e-5
H16_B1927,Cytoplasm,1.6285126923414752e-5,2.449150451396193e-5,2.1991667504947597e-5,2.1229241026742794e-5,2.9347019084856913e-5
H16_B1928,Cytoplasm,1.5584202734375706e-5,3.574587342394263e-6,NaN,1.0100869869727118e-5,3.3614777480222648e-6
H16_B1929,Cytoplasm,1.2126623122667542e-4,6.473265971757033e-5,3.9377241454143943e-5,6.737094086830045e-5,1.5583835155917846e-4
H16_B1930,Cytoplasm,4.432019400267411e-5,1.3154496223055879e-05,4.062616480768664e-5,2.6191896547822805e-5,2.022372115955704e-5
H16_B1931,Cytoplasm,2.7025088599697146e-4,4.5042680396960863e-4,6.002913709861744e-4,6.825518316359652e-4,8.037420105634657e-4
H16_B1932,Cytoplasm,8.173456678656015e-6,5.90913120289898e-6,1.474617186915082e-5,1.015187355159518e-4,1.3816117417894688e-4
H16_B1933,Cell_membrane,1.8784583458378578e-5,1.4516702996537425e-5,1.848525147238176e-5,3.648424987493857e-5,2.0186680491116648e-5
H16_B1934,Cytoplasm,0.0014548337064998339,4.43172480867235e-4,4.5232992471940116e-4,3.2607474678562665e-4,2.591907109234195e-4
H16_B1936,Cytoplasm,4.644456359247192e-5,6.800678976712363e-5,2.7406088857789997e-4,3.047808019960106e-4,2.4107756798246775e-4
H16_B1937,Cytoplasm,6.441736494121744e-6,1.271296922705685e-5,8.844679481765802e-6,1.2747814377696987e-5,7.5061418092943875e-6
H16_B1938,Cell_membrane,1.1792743442892338e-5,3.895571644207834e-6,8.788766762479835e-6,8.715613224802467e-6,2.0256799385422996e-5
H16_B1939,Cytoplasm,9.804432449007008e-6,1.9787242910827028e-5,4.977208143607022e-6,1.1339128071659312e-5,1.6267050085551723e-6
H16_B1940,Cell_membrane,1.8492017767178813e-6,2.8527815535471723e-7,1.2696394713363828e-6,1.3546396475167295e-6,1.4910963053956851e-6
H16_B1942,Cytoplasm,9.553306238528452e-6,1.016168939171318e-5,9.42250065307232e-6,6.241511359936894e-6,8.21484797410031e-6
H16_B1943,Cytoplasm,8.259460592399302e-4,2.303561742099106e-4,1.2707844133572516e-4,8.795337571203341e-5,7.321130398791057e-5
H16_B1944,Cytoplasm,2.3098975227293288e-4,2.0546572035519026e-4,1.08089557829843e-4,4.2249117324874454e-5,6.904119653279583e-5
H16_B1945,Cell_membrane,4.159769142903087e-5,3.054714313426383e-5,4.1977182886698185e-5,5.282478797926907e-5,5.2810208130272597e-5
H16_B1946,Cytoplasm,5.536501850711847e-5,8.991853853890018e-5,5.808290688349987e-5,3.4020337723521996e-5,4.5446442817248776e-5
H16_B1947,Cytoplasm,2.6688838240835728e-5,1.2423168260669552e-5,1.99491303782595e-5,2.0243919212925282e-5,2.6681200736394423e-5
H16_B1948,Cytoplasm,1.7451592067443073e-5,2.1460941369069496e-5,2.2501587316015713e-5,2.4891137646551806e-5,1.560345292700162e-5
H16_B1949,Cytoplasm,5.2824749412025804e-5,5.821075812771295e-5,5.4297752231291e-5,7.028001067529635e-5,4.925576962540362e-5
H16_B1950,Cell_membrane,9.761210892139511e-5,8.402242257814728e-5,5.787110765459544e-5,6.764509240164826e-5,8.255032099484262e-5
H16_B1951,Cell_membrane,2.182644177090443e-6,2.18030702285976e-6,2.244669167186465e-6,3.6868589762836727e-6,3.3340126495870614e-6
H16_B1952,Cell_membrane,2.7165494111923117e-7,9.528152192483225e-6,1.595474098411729e-6,1.6113545828918778e-6,1.725663324898871e-6
H16_B1953,Cytoplasm,4.883165729830047e-5,3.748590747519523e-5,3.230389162393206e-5,4.84141450047158e-5,3.455878419864342e-5
H16_B1955,Cytoplasm,1.476334608278559e-5,2.331801369740178e-5,1.9390838586851156e-5,1.5218889545484797e-5,1.1403119491626306e-5
H16_B1956,Cytoplasm,2.4681861083894353e-5,3.6688570758817804e-5,3.535887758466448e-5,4.044250553702202e-5,4.895520689729912e-5
H16_B1957,Cytoplasm,2.5435983217058527e-6,9.798774667052846e-6,4.430952823764212e-6,1.5123417661633855e-5,9.923186058834146e-6
H16_B1960,Cytoplasm,7.891967765222945e-5,5.655238014355059e-5,4.033289185644055e-5,5.6191539320750376e-5,6.82795726907066e-5
H16_B1961,Cytoplasm,2.440392325774244e-5,3.619141127291263e-5,2.4880241490402755e-6,9.366477522014975e-6,1.5668925461564496e-5
H16_B1962,Cytoplasm,NaN,NaN,9.289390024487538e-8,1.1299164322546524e-5,3.1364731636788555e-6
H16_B1963,Cytoplasm,1.0115367629372763e-4,1.0413975361147807e-4,8.171193624197784e-5,7.643474660712437e-5,4.40778743857449e-5
H16_B1964,Cytoplasm,3.965161409588263e-5,7.169535504091805e-5,9.63279256817233e-5,6.072081400464833e-5,1.3136632574759088e-4
H16_B1965,Cytoplasm,2.712001876427053e-7,5.25054243038368e-7,5.810346401511555e-7,5.15380544318752e-7,1.4458781947156824e-6
H16_B1967,Cytoplasm,5.3473166096142754e-5,9.110175309786473e-5,8.449799627700728e-5,6.913913571806685e-5,5.303798426178393e-5
H16_B1968,Cytoplasm,1.4707443699298555e-4,6.659793876375899e-5,5.6696608977893084e-5,9.728501574836563e-5,5.191865056625468e-5
H16_B1969,Cytoplasm,4.48618801166682e-4,1.4637593033478148e-4,9.567489628783455e-5,9.098103961577335e-5,7.690130406616399e-5
H16_B1970,Cytoplasm,4.3718033545180346e-7,1.4873728235347217e-6,NaN,NaN,1.0156755185370875e-6
H16_B1971,Cell_membrane,2.2660731705632435e-6,2.121869279280957e-6,2.632253891089389e-6,1.0355308303298182e-6,5.195780607336974e-7
H16_B1972,Cell_membrane,1.9145609924413586e-6,6.335286639176292e-6,5.987164105880643e-6,7.044522295352595e-6,8.943772331860713e-6
H16_B1973,Cell_membrane,1.5739908433734675e-4,1.2685631027498187e-4,1.3206403191144613e-4,1.723578997614356e-4,2.712517689902175e-4
H16_B1974,Cytoplasm,8.49078883801189e-5,2.5634620716997607e-4,4.291159738206399e-4,7.17077200456782e-4,6.747229774578378e-4
H16_B1975,Cytoplasm,3.8757611397497105e-6,2.794939211290494e-6,4.1739250138225215e-6,7.741372745196628e-6,8.429442784380711e-6
H16_B1976,Cell_membrane,3.515910702137095e-7,NaN,2.64708367695723e-6,NaN,2.599623005992499e-7
H16_B1978,Cytoplasm,9.006569896154478e-6,6.803777920132132e-6,9.726544137073029e-6,8.13844407771386e-6,1.240406073123372e-5
H16_B1980,Cytoplasm,3.7291908319760353e-6,8.638691690377596e-6,2.4845323627330735e-6,7.036111765498576e-7,1.0550343234213016e-6
H16_B1981,Cytoplasm,7.395646336402532e-6,1.0763163285147005e-5,6.63521712202789e-6,2.3614784681125562e-5,1.1247397608940874e-4
H16_B1984,Cytoplasm,7.893349064069566e-5,2.621944931485402e-5,2.0843645983134853e-5,9.686140433180313e-6,1.183858238144467e-5
H16_B1985,Cytoplasm,8.572376723580067e-7,1.7474437620194476e-6,8.944477771445149e-7,2.7359801630864976e-6,8.863149027443253e-7
H16_B1986,Cytoplasm,2.7579331519309486e-5,1.0027152242259265e-5,6.789683806199634e-6,2.2435316159540233e-5,1.0565534787880739e-5
H16_B1987,Cytoplasm,4.152964595072304e-5,5.386168364109988e-5,2.9993654809422006e-5,3.1183623905596385e-5,3.300134770895194e-5
H16_B1988,Cytoplasm,NaN,2.768250242537396e-7,1.1827646153716878e-6,1.6336320995887086e-6,9.469684889221798e-7
H16_B1989,Cell_membrane,1.978248405060709e-6,4.238538687771699e-6,9.573282858494485e-6,3.0758236676295367e-6,1.4779203410097743e-5
H16_B1990,Cytoplasm,1.9928030652431287e-6,1.0417503171770324e-6,1.5220626107684305e-6,3.9119790078839885e-7,2.254505368907536e-7
H16_B1991,Cytoplasm,3.661961505494957e-5,4.261469203751773e-5,3.145447097927569e-5,3.147674443289439e-5,8.44794191182113e-6
H16_B1992,Cytoplasm,7.417157324091303e-6,7.336254424205736e-6,8.130179725661964e-6,9.014998130985475e-6,1.2953288486539827e-5
H16_B1993,Cytoplasm,3.146974427165467e-6,3.086001816438581e-6,1.1999343729911e-6,7.897815032759038e-6,3.7429838899989647e-6
H16_B1994,Cytoplasm,2.708698713481981e-6,3.5853755361187945e-6,2.8331204517999203e-6,1.0478499167218652e-6,2.4857645396867428e-6
H16_B1995,Cytoplasm,5.9932999368681135e-6,1.514021858516445e-5,7.651946482732735e-6,4.536370167299279e-6,5.324949056640686e-6
H16_B1996,Cytoplasm,8.221104106551599e-6,3.7683235473115632e-6,1.1678762519503675e-5,3.8648302844148056e-06,3.405812324991742e-6
H16_B1997,Cytoplasm,3.3139616553925603e-6,1.1628736481439422e-5,3.7119337758794555e-6,4.038776834996089e-6,2.5295291057427095e-6
H16_B1998,Cytoplasm,9.734234824767487e-5,4.0256877345016e-4,2.8808375796446464e-4,1.750457551110122e-4,1.2603609117844072e-4
H16_B1999,Cell_membrane,6.981973891199374e-6,9.581042774440753e-6,4.705709081290327e-6,5.436820585802653e-6,7.202587496678611e-6
H16_B2000,Cell_membrane,4.990064778325509e-6,1.6584001580667708e-5,8.772987060636119e-6,9.690277643298284e-6,5.989574219267455e-6
H16_B2001,Cytoplasm,3.0711163803884674e-4,0.00038952316539375156,3.694428754143531e-4,2.7492264920629764e-4,1.870703345877178e-4
H16_B2002,Cytoplasm,3.148707991750719e-6,7.029354563752456e-6,7.643665820622687e-6,8.496543560772735e-6,6.5391370823141944e-06
H16_B2003,Cytoplasm,1.2393570190686382e-5,2.3881447548489964e-5,2.2723201838773867e-5,1.2457714013428345e-5,9.31101706778176e-6
H16_B2004,Cell_membrane,4.245230352270636e-6,6.600861169923279e-7,1.35739223111305e-6,2.1201440216779285e-6,3.6154963563518645e-6
H16_B2005,Cell_membrane,1.4430721504629131e-5,1.9004363357960063e-5,1.3498428238277442e-5,5.250984592435364e-6,1.5261722997187867e-5
H16_B2006,Cytoplasm,6.3832447870139465e-6,8.605597539909593e-6,8.776053539594921e-6,2.521943677495873e-6,2.974343719876089e-6
H16_B2007,Cytoplasm,5.107419430398179e-5,6.658881355572257e-5,4.513799842720214e-5,1.0951729545876977e-4,4.9469285410275326e-5
H16_B2008,Cell_membrane,5.100137125656555e-5,4.2601965557614434e-5,3.91277096875638e-5,5.192775628699678e-5,3.0767413587148665e-5
H16_B2010,Cell_membrane,6.947800307100024e-8,8.95475477556905e-8,4.6802305717731375e-7,1.0830105276599792e-7,1.265978197075916e-6
H16_B2011,Cell_membrane,2.0299826502513918e-6,7.130687133015814e-7,6.1480197821689155e-6,1.8939329891379353e-5,1.2690193091606247e-5
H16_B2012,Cytoplasm,1.3655644220353295e-7,2.4067464772528093e-7,5.33418665589818e-7,4.13637937259909e-7,7.167811949511732e-7
H16_B2013,Cytoplasm,1.5894552642388511e-6,1.9799530877932835e-6,1.4252873340436857e-6,3.002669112753239e-6,1.4605237006195123e-6
H16_B2014,Cytoplasm,1.4117136571360141e-5,4.10000922757459e-5,2.9487360597572975e-5,2.4897049185735565e-5,3.639648799014558e-5
H16_B2015,Cytoplasm,1.793578550956715e-5,1.2093100852991248e-5,1.1214206348106824e-5,2.552932848474412e-5,1.2277594962998318e-5
H16_B2018,Cytoplasm,6.434890820805043e-5,4.4871629170400896e-5,2.4891726262878026e-5,2.076011693964182e-5,3.6557806403449796e-5
H16_B2019,Cytoplasm,6.28176558457583e-4,1.6323416911119266e-4,1.799002260198155e-4,1.2195581550877624e-4,4.0076154653964326e-4
H16_B2020,Cytoplasm,3.589517748611618e-5,2.6459940799067836e-5,1.736237107192241e-5,1.9697874721149176e-5,1.2707397895358382e-5
H16_B2021,Cytoplasm,0.007189729129517061,0.00289137270404222,0.0014594978779205448,4.005972610920325e-4,3.612959268856256e-4
H16_B2023,Cytoplasm,NaN,2.268414396670388e-6,1.1706456228273038e-6,4.440928435890266e-6,6.0829654772996236e-6
H16_B2024,Cytoplasm,4.273249736504244e-5,8.842183422765672e-5,1.0310939911793364e-4,6.32230440765804e-5,7.415039048570371e-5
H16_B2025,Cytoplasm,0.004236458103117574,0.0017298699280367759,0.0018512871611390213,0.0011838225489578828,5.398853233170613e-4
H16_B2026,Cell_membrane,1.817360535508834e-5,2.624974944398947e-5,1.8484529624976194e-5,2.1459003105375605e-5,9.195833561967297e-6
H16_B2027,Cell_membrane,5.166104751071878e-7,4.0542424804821147e-7,2.2278862117499825e-7,1.1343542498825565e-6,3.973403545256006e-7
H16_B2031,Cytoplasm,1.091527851970542e-5,1.0485741356075933e-5,1.014864214406657e-5,1.0392829935557771e-5,3.394288687069108e-5
H16_B2032,Cytoplasm,1.3001763165660786e-4,1.2360822135168485e-4,1.158540537854599e-4,9.094871243061859e-5,7.935861775651811e-5
H16_B2034,Cytoplasm,7.657565650072683e-5,7.220379063440041e-5,6.159206734342888e-5,2.8779544259389977e-5,7.831894863761886e-5
H16_B2035,Cytoplasm,1.7163061009052016e-4,1.6325974376999567e-4,1.3846405083179882e-4,1.4369651565678836e-4,1.006065280315816e-4
H16_B2038,Cell_membrane,1.3068459145368938e-6,3.139460096933257e-7,1.7920689969212313e-6,3.905474397811976e-6,1.907826415112441e-6
H16_B2039,Cell_membrane,3.208335092315184e-5,3.63804211977017e-5,5.640815324083078e-5,6.802087639262377e-5,1.884137756824148e-5
H16_B2040,Cytoplasm,1.2108980262726822e-5,4.99823650844069e-6,7.497339606686822e-6,9.39204856027278e-6,6.011196019783074e-6
H16_B2041,Cell_membrane,1.1375619522498794e-4,8.049931878713616e-5,7.259650385993588e-5,8.982689555635022e-5,5.997583694672756e-5
H16_B2042,Cell_membrane,2.3156937026302727e-5,4.972655469034496e-6,5.335888238115694e-6,1.1396245965146458e-5,1.3686715443988193e-5
H16_B2043,Cell_membrane,1.1909005458603682e-4,1.095980924352342e-4,1.033123547288231e-4,1.2854313708171713e-4,9.952353814931137e-5
H16_B2044,Cell_membrane,2.3644887274765574e-5,3.002268783062997e-5,3.1395346716711236e-5,1.4951037689402085e-5,5.203259113020723e-5
H16_B2047,Cytoplasm,1.2109608479864992e-5,3.6374448199381057e-6,1.441870014292922e-5,8.535976108950958e-6,1.0646074672702916e-5
H16_B2048,Cytoplasm,2.2346786396010267e-5,1.8091052821564007e-5,3.0494647405217316e-5,7.598591356295875e-5,3.9722608216580924e-5
H16_B2049,Cytoplasm,2.0034182276279948e-6,7.755505630012294e-6,4.971867685686206e-6,7.264392305827835e-6,5.7969897921400145e-6
H16_B2050,Cytoplasm,9.71768775487216e-6,1.2964557609310139e-5,2.2300119516682822e-5,1.641692930333573e-5,1.6482304820215644e-5
H16_B2052,Cytoplasm,2.35319162677473e-6,3.203529208016777e-5,1.9950785061089562e-5,2.8154440078118466e-5,2.361958262716946e-5
H16_B2053,Cell_membrane,1.8723786946967392e-5,3.594789877949391e-5,3.755820123711429e-5,4.986275006441112e-5,6.479250712732037e-5
H16_B2055,Cell_membrane,1.0165336590755757e-5,1.1156653789872361e-5,1.085237195213676e-5,2.8426011390830144e-6,7.874860819826805e-6
H16_B2057,Cytoplasm,3.7300495733487405e-4,5.029005841543519e-4,5.393628920665744e-4,5.077829304185017e-4,4.5279795764789356e-4
H16_B2059,Cell_membrane,3.0005265224360705e-6,5.856343377232207e-6,4.398090217687044e-6,2.0459689368811975e-6,3.918990489482836e-6
H16_B2062,Cell_membrane,3.888916790909197e-6,2.0442110244432765e-6,8.423011408495039e-7,1.2058878133716877e-6,1.5685941416122328e-6
H16_B2063,Cell_membrane,1.0969581549941072e-6,9.357203508999913e-7,1.1479242602377386e-6,8.368935686534677e-7,3.251715648966702e-6
H16_B2066,Cytoplasm,9.598171626162905e-7,2.07497447102429e-6,4.583502674164843e-7,1.9824320423904642e-7,5.878352179125991e-7
H16_B2067,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_B2069,Cytoplasm,8.207418418816762e-5,1.0077288297919553e-4,1.0693575402959745e-4,2.2139667461700875e-4,4.683140408168894e-4
H16_B2070,Cytoplasm,9.987703106416118e-5,1.8694801962710123e-4,1.3458203710770873e-4,9.491098187755775e-5,1.1033113712778264e-4
H16_B2071,Cell_membrane,2.9603243149318477e-5,3.95273521234329e-5,3.606792898466158e-5,3.248993479772812e-5,4.080367243976328e-5
H16_B2072,Cell_membrane,1.2015832376086911e-5,1.8537496567643967e-5,2.5281395715981485e-5,2.0134284537708615e-5,1.786594651326503e-5
H16_B2074,Cytoplasm,7.219617848346017e-7,6.126125145444341e-6,4.608975254282772e-6,8.256485419301296e-6,1.2868069298172104e-5
H16_B2075,Cytoplasm,2.1560318246234228e-4,1.0985810494971098e-4,7.989616339248774e-5,8.707712561241414e-5,2.889633414023647e-5
H16_B2076,Cytoplasm,5.532465574807005e-5,2.5022048741228727e-5,1.774301243976817e-5,2.0823119773391404e-5,3.112475675725514e-5
H16_B2077,Cytoplasm,2.242463148503867e-5,1.1201235343425249e-5,7.342462146209889e-6,9.208158434019882e-6,1.039485272843452e-5
H16_B2078,Cytoplasm,1.950186406563751e-4,6.136317637428252e-5,4.855583034979866e-5,2.9827128167303523e-5,2.0622728057670287e-5
H16_B2080,Cytoplasm,7.976331589814466e-6,9.996770979105423e-6,1.3747150404208921e-5,8.173712039513239e-6,4.39603598366923e-6
H16_B2081,Cytoplasm,4.642195784195587e-6,2.717849605612752e-6,2.9608481716065074e-6,1.631102439445902e-6,1.4523968041174406e-6
H16_B2082,Cytoplasm,5.260927208438994e-5,3.884421471952464e-5,3.127247780879703e-5,6.181251839556525e-5,5.596153585236855e-5
H16_B2084,Cytoplasm,2.822817591105023e-4,2.2420315916233836e-4,2.022038655773926e-4,1.712603602472979e-4,1.2092658194224565e-4
H16_B2085,Cell_membrane,2.3879326400252115e-4,1.8766682950995206e-4,2.271412672929276e-4,2.658830037536948e-4,1.7454179498139574e-4
H16_B2086,Cytoplasm,3.6840312554452757e-6,8.456796078788822e-7,1.8308870767266647e-6,1.898987480516739e-6,2.39339058970206e-6
H16_B2087,Cytoplasm,1.5937035658964476e-4,1.0476905672751307e-4,7.68006842651213e-5,5.8288997803358576e-5,4.26867985612596e-5
H16_B2088,Cell_membrane,2.657615454693178e-6,9.252545155784682e-6,9.093247172203108e-6,3.622181049963677e-6,3.2981243877610217e-6
H16_B2090,Cell_membrane,2.0669791213314167e-6,2.7713165538348643e-6,1.5259388102553748e-6,9.224502733307525e-6,1.1548607552343713e-5
H16_B2091,Cell_membrane,6.212586408211578e-6,4.305152427649049e-6,7.035282834493951e-6,1.2171554124287351e-5,5.563565838271338e-6
H16_B2093,Cell_membrane,3.2015516182667942e-6,5.332057343917358e-6,7.545124183177311e-6,3.29117866108816e-6,7.841401660026477e-6
H16_B2095,Cell_membrane,1.8974493280719335e-6,6.246668073874557e-6,4.4507084129469795e-6,4.71825419445197e-6,7.020394292731458e-6
H16_B2096,Cytoplasm,3.8658086516729793e-7,1.0461157379688022e-6,7.837745105316068e-7,1.6205877626693304e-6,8.598238006049534e-6
H16_B2098,Cell_membrane,5.3140791032220384e-6,3.145428634976902e-6,1.1135562386056054e-6,1.0206363243282622e-6,3.456664893986848e-6
H16_B2099,Cytoplasm,2.9250148179177795e-6,2.145157080053246e-5,3.6280604546987915e-5,9.790530298416012e-6,9.934907559988209e-6
H16_B2100,Cell_membrane,5.020894056699735e-6,4.478204326563816e-6,3.847921590915727e-6,1.0805826175148826e-5,6.511698596078852e-6
H16_B2105,Cytoplasm,3.244053115380226e-5,3.181351731469903e-5,4.398139981146592e-5,4.0845905105552254e-5,6.7599501277946e-5
H16_B2106,Cytoplasm,1.1452258410216014e-4,9.896427612196318e-5,8.658260405166663e-5,7.596427803856959e-5,1.3674548034891233e-4
H16_B2107,Cytoplasm,9.645446760256905e-6,2.0302817590418906e-5,1.8411269084952674e-5,4.386539992752798e-6,7.770695659179062e-6
H16_B2108,Cytoplasm,1.583092592257556e-6,3.473819937104817e-6,4.781884276284154e-6,6.396235713316791e-5,9.899820768487819e-6
H16_B2110,Cytoplasm,3.670280011415238e-5,2.4764916271512807e-5,1.4872591698121268e-5,4.4912325614931e-5,2.771522021978898e-5
H16_B2112,Cell_membrane,3.140442027806675e-6,1.3125743904805644e-6,2.3103071650018704e-6,2.0419618342846568e-06,1.6456237536787533e-7
H16_B2113,Cytoplasm,6.0611331227624465e-6,1.8187422534182963e-6,NaN,4.353674812370954e-6,2.1708649793574644e-6
H16_B2114,Cytoplasm,3.2821627816173326e-5,4.1978248563325545e-5,3.223289762990637e-5,4.945714018828868e-5,8.278503347683979e-5
H16_B2115,Cytoplasm,6.5867384390117206e-6,9.163818555038621e-6,1.3544370123542457e-5,7.477188697779561e-6,3.23752387276466e-4
H16_B2116,Cell_membrane,6.614064195205898e-5,6.542058576618777e-5,8.82154687561134e-5,1.2383311305715354e-4,1.1114435615765603e-4
H16_B2118,Cell_membrane,2.6432184884138457e-7,5.643688153677049e-6,NaN,1.5760924742451216e-6,4.672616984999508e-6
H16_B2119,Cytoplasm,8.21295365359396e-5,6.149869650362722e-5,5.551247253296157e-5,5.010675354194645e-5,5.9373186142776996e-5
H16_B2120,Cell_membrane,2.6177818434000496e-5,8.677732851253186e-6,3.416026467323766e-6,2.711866093124615e-6,6.154404310117862e-7
H16_B2122,Cell_membrane,5.556470233235734e-6,4.132676002198699e-6,1.4034724502658814e-5,1.895087295736863e-5,4.98510281143096e-5
H16_B2123,Cytoplasm,3.963628650619031e-6,7.539913675904892e-6,6.0456951783271754e-6,2.8570992324766766e-6,4.49459950182456e-6
H16_B2124,Cytoplasm,4.0659452402153676e-6,3.837127417471057e-6,9.216515581724222e-6,6.186861143794212e-6,5.7224028646452314e-6
H16_B2125,Cytoplasm,7.657602377365715e-5,7.923945361246738e-5,1.0752489819031272e-4,5.309790451878602e-4,1.893813795873315e-4
H16_B2126,Cytoplasm,3.1124663303275265e-7,6.60132918693719e-7,6.205591535983338e-7,4.45884988388431e-6,2.4579457198627388e-6
