Protein,Location,FRC 0.05,FRC 0.1,FRC 0.15,FRC 0.2,FRC 0.25
H16_B2128,Cytoplasm,7.229018783295777e-6,1.083331510996512e-5,1.3425280181900446e-5,1.5568314281638604e-5,9.900135281803456e-6
H16_B2129,Cytoplasm,1.7900968250660424e-6,NaN,2.8598392400408044e-7,1.5949031925104954e-6,7.07370601275409e-7
H16_B2131,Cell_membrane,2.065042758121038e-6,7.1081719893574885e-6,4.789428652041167e-6,1.238621656237344e-6,5.569363905428343e-6
H16_B2132,Cell_membrane,5.355845433389027e-4,4.799253996101243e-4,1.1457665933954739e-4,2.33479294684992e-5,3.6527013876047526e-5
H16_B2134,Cell_membrane,2.1485038859569397e-7,7.99340930088388e-7,8.571752344678561e-7,4.046406346658425e-7,5.069716960737353e-7
H16_B2135,Cytoplasm,1.5157273315889966e-7,4.950105330628582e-7,6.344181791447789e-7,6.076280781515426e-7,1.5780728003438267e-7
H16_B2136,Cytoplasm,5.249935798678179e-4,3.000791665745841e-4,3.476787224021951e-4,2.464767337472386e-4,1.2660973279980057e-4
H16_B2138,Cell_membrane,9.465201821329813e-7,5.67014432317593e-7,5.826250230234402e-7,3.2177321286162383e-6,4.499827280123819e-6
H16_B2139,Cell_membrane,2.877549590354459e-5,2.351054772121128e-5,1.7948799953659217e-5,2.9956338766046193e-5,1.6959768706599014e-5
H16_B2140,Cell_membrane,NaN,3.7355064139478353e-7,5.157141578268365e-8,1.3291395164850246e-7,NaN
H16_B2141,Cell_membrane,9.461296126170582e-6,5.058875669903737e-6,6.4544408384328615e-6,9.65855230234295e-6,8.86240366185829e-6
H16_B2142,Cell_membrane,3.709719472659442e-7,9.075673671337723e-7,6.163038560678865e-8,4.2992421200046445e-7,1.8044997833988854e-7
H16_B2143,Cytoplasm,1.1889214580075758e-5,7.178022503520315e-6,1.0360160899826783e-5,3.4942651970310997e-6,4.372668585330139e-6
H16_B2146,Cytoplasm,2.2568714312611553e-6,1.6766905140894465e-6,1.250634281173522e-6,6.619101079458679e-7,2.073873519754336e-6
H16_B2147,Cell_membrane,1.3857657494343385e-6,NaN,4.425602923564823e-6,1.560500176476362e-6,6.798338299138023e-7
H16_B2148,Cell_membrane,8.377173856776797e-6,7.271843798775507e-6,6.206663462579221e-6,5.760261872125454e-6,5.81186620743652e-6
H16_B2149,Cytoplasm,1.329690886355913e-5,3.847217279153842e-6,1.6950121464381432e-5,2.7577362686039557e-5,1.2949923572650286e-5
H16_B2150,Cytoplasm,9.801365079228716e-6,9.558952956499514e-6,5.552495519333178e-6,9.036313776913413e-6,6.497128069495462e-6
H16_B2152,Cytoplasm,3.784307474058247e-7,4.016803926576247e-6,7.423197382023716e-7,7.280239445587857e-7,1.960020358260525e-6
H16_B2153,Cytoplasm,9.032530883878187e-6,1.4050760639438369e-5,7.09586432539876e-6,1.535077023427098e-5,1.9362456347830467e-5
H16_B2154,Cytoplasm,5.708534294086777e-5,7.815657342050426e-5,1.044037691093555e-4,1.3943533402897436e-4,1.3248569025658524e-4
H16_B2155,Cytoplasm,2.5938178272747674e-5,1.9954707780812182e-5,3.070728809412307e-5,8.798118884469177e-5,1.6758491522582985e-5
H16_B2156,Cytoplasm,3.7011263918640544e-7,4.6450036909942623e-7,4.7785377870358515e-6,2.5886368365068335e-7,3.917716890841635e-7
H16_B2158,Cytoplasm,2.1001854365661413e-5,6.99160890545756e-5,4.701972527651992e-5,3.1636906513524856e-5,3.490719278904663e-5
H16_B2159,Cytoplasm,3.379064855172791e-7,NaN,NaN,1.8922868536582106e-7,9.611667247827976e-7
H16_B2160,Cytoplasm,3.568978868938846e-7,1.0363021924258524e-6,5.611468669053201e-7,9.113732551026656e-7,5.588997047379623e-7
H16_B2161,Cytoplasm,3.3936909817656674e-6,4.123226900618018e-6,3.699911416007725e-6,3.267830396396563e-6,2.858431421031329e-6
H16_B2162,Cytoplasm,1.1290643089482112e-5,4.67508160892784e-6,4.010940524323617e-6,8.058988542257749e-6,5.479937420477142e-6
H16_B2163,Cytoplasm,1.96393672207628e-5,1.9247610129542935e-5,1.0712833590920647e-5,2.842771756107288e-5,3.783100582006792e-5
H16_B2166,Cytoplasm,4.693942479132536e-6,1.6865017080680615e-5,1.4140041058065502e-5,3.083586182280093e-6,4.1894061007349745e-6
H16_B2167,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_B2168,Cytoplasm,8.176930096814722e-5,6.635217434801964e-5,6.0077249325435366e-5,7.497821644408622e-5,7.705227771432901e-5
H16_B2169,Cytoplasm,2.3067229932807604e-4,2.745266045211033e-4,2.7232082757150893e-4,2.1828608171438213e-4,2.1625360899191353e-4
H16_B2170,Cytoplasm,4.867183408300889e-5,7.667319953751546e-5,8.390267767993868e-5,9.219872182347575e-5,8.400696486502117e-5
H16_B2172,Cytoplasm,2.173653514878928e-5,2.7425439223234056e-5,3.068107879211178e-5,3.719113262304183e-5,5.18839306050896e-5
H16_B2173,Cytoplasm,6.638108447074718e-6,9.498431733532504e-6,1.5585923433554945e-5,4.711594184271781e-6,1.0123564711212038e-5
H16_B2175,Cytoplasm,5.4161183098310966e-5,5.0939993678836915e-5,7.211998077267535e-5,8.668518669992241e-5,9.376822519082133e-5
H16_B2176,Cell_membrane,1.7856695617918413e-5,1.9385446833457972e-5,2.5678377820650644e-5,2.598483749407902e-5,2.1238156704748833e-5
H16_B2178,Cell_membrane,0.0010108296869611251,8.410784069770302e-4,4.5670697597741214e-4,5.007295184348905e-4,2.58091903505292e-4
H16_B2179,Cytoplasm,3.059849434670221e-5,5.37740636611013e-5,2.6730652692644266e-5,1.2954934327579054e-5,1.4629955603055225e-5
H16_B2180,Cytoplasm,1.9870398358931812e-4,3.957147245496443e-4,2.5153752403355784e-4,4.82353868400288e-5,5.752702376064453e-5
H16_B2181,Cell_membrane,1.6539261102428173e-5,1.0900098929352805e-4,1.4197019007730359e-4,1.2924870896733687e-4,7.873566642903974e-5
H16_B2182,Cell_membrane,2.6943999132988646e-6,1.15554862942022e-5,7.360816695084685e-6,1.3382041337940156e-5,1.8611018251939943e-5
H16_B2183,Cell_membrane,3.347462011622947e-4,0.0018850909921375484,0.0020063942236751625,0.0011682213107112236,0.0010130223129086375
H16_B2184,Cell_membrane,3.489990757559308e-6,5.073159218537049e-6,8.238374901791841e-6,2.800346497816734e-5,3.1035460275464034e-5
H16_B2185,Cell_membrane,2.2613633022310257e-4,4.936182804221633e-4,6.307848127515424e-4,6.282468006483927e-4,5.125659165517673e-4
H16_B2186,Cytoplasm,6.454292641188954e-5,1.0478201796493978e-4,1.1271682766081073e-4,1.1959749371540046e-4,9.502243757844483e-5
H16_B2187,Cell_membrane,7.729156125001977e-6,1.1152697016175213e-5,1.5545819757104426e-5,1.630828315746055e-5,1.9909636154999638e-5
H16_B2188,Cytoplasm,3.34082014905764e-7,3.425881967411947e-6,4.551110765529371e-6,4.103514627339067e-7,1.6108177670014407e-6
H16_B2189,Cytoplasm,2.0273752835390883e-6,5.948647512913145e-6,3.2946187323658813e-6,9.534091818314257e-6,8.699980825472503e-6
H16_B2190,Cytoplasm,3.892771336805139e-5,2.0911426081136584e-5,2.9035891436252545e-5,3.3339545658227146e-5,3.325236482024884e-5
H16_B2191,Cytoplasm,1.1253199579540078e-6,5.305034391317285e-6,4.35883373664117e-6,4.534269884543948e-6,5.084797978432884e-6
H16_B2192,Cytoplasm,1.214580697183481e-5,6.920507395470557e-6,3.3285065054968617e-6,4.820498818155832e-6,6.066416886940476e-6
H16_B2195,Cell_membrane,7.694817921905272e-6,1.256561095103287e-5,9.100551946989184e-6,1.1621765618533503e-5,7.31198872877327e-6
H16_B2196,Cytoplasm,6.269319276522123e-5,4.3335329485186656e-5,4.928269914973804e-5,4.664541004417658e-5,3.407282994229186e-5
H16_B2197,Cytoplasm,6.885391848679213e-5,7.71667450344759e-5,6.104816476612433e-5,8.191387442293846e-5,5.897985747416749e-5
H16_B2199,Cytoplasm,9.449063718272377e-7,3.2755298259339386e-7,2.5589898834723088e-6,4.3906389953379755e-6,1.6012689571553994e-6
H16_B2201,Cell_membrane,2.9270555771551796e-5,1.3677135018173836e-5,1.4139512339449108e-5,1.1878652598476268e-5,1.140820534673774e-5
H16_B2202,Cell_membrane,6.150887644941727e-5,8.41916774824429e-5,8.156180159894076e-5,7.967320483057456e-5,8.281425187071346e-5
H16_B2203,Cytoplasm,1.02622328963547e-5,1.740149719557565e-5,1.6226933314742267e-5,1.6705757017743403e-5,1.0894792628454502e-5
H16_B2204,Cytoplasm,1.3714091478024033e-4,3.5829280819840335e-5,3.663506151268051e-5,1.1739903205011429e-4,1.422581821712445e-4
H16_B2205,Cytoplasm,3.184396559339069e-4,3.7391576320871633e-4,4.5608127234071666e-4,5.59484913009363e-4,0.0011741616228947691
H16_B2206,Cytoplasm,2.170495448698196e-5,3.802750806620649e-5,3.1397944293032776e-5,1.894816539044763e-5,1.4094041496633193e-5
H16_B2207,Cell_membrane,1.7508549769138067e-8,2.29905809226015e-8,NaN,NaN,NaN
H16_B2208,Cytoplasm,3.404759930602685e-5,1.0990977477844383e-5,3.4979025598145455e-5,7.249258562556243e-5,4.8546862664009514e-5
H16_B2209,Cytoplasm,1.786696126855224e-5,1.6734656492715068e-5,1.3820056632604347e-5,1.937057795011751e-5,1.8027971885209313e-5
H16_B2210,Cytoplasm,9.363294342989357e-7,5.302877499202023e-6,5.076373614492329e-6,6.291983049755347e-6,1.3581251085817117e-5
H16_B2211,Cytoplasm,9.729080035368743e-6,6.964031919134317e-6,1.4080523612393967e-5,2.751094010832187e-5,1.7304895227846656e-5
H16_B2212,Cell_membrane,1.7276939523725406e-6,NaN,5.832003248681027e-6,7.929744725994409e-7,9.565640938549643e-7
H16_B2213,Cytoplasm,1.1293225709212533e-7,1.9373807324923617e-7,6.46313392306468e-8,1.0686187719441644e-7,1.7759121092394572e-7
H16_B2216,Cytoplasm,3.308590823652667e-5,4.0981019349385016e-5,2.610341498593297e-5,4.727541085400411e-5,1.0752822133310083e-4
H16_B2217,Cell_membrane,2.6879843971529885e-6,1.640006865787592e-6,1.7067210238991695e-06,3.845352553437912e-6,1.534114687975736e-6
H16_B2218,Cell_membrane,3.3565096809181317e-7,NaN,3.1113246346042116e-7,3.332831498313271e-7,4.4262830304957363e-7
H16_B2219,Cytoplasm,1.0152312581845463e-5,2.0948648464046705e-5,2.2821777433875703e-5,6.374538265588065e-5,3.843115515006292e-5
H16_B2220,Cytoplasm,1.0754170555266825e-5,1.0962286048827662e-5,1.4506587416663534e-5,2.4344955067926284e-5,2.9284457127463083e-5
H16_B2221,Cell_membrane,4.2830384065287033e-7,7.985895686178492e-7,2.0278008384832706e-6,3.7699870159165556e-6,4.40424033892165e-6
H16_B2222,Cytoplasm,8.140252302178986e-7,1.3052072951047764e-6,1.0388306537931608e-6,5.579261427236719e-7,6.252686163137515e-7
H16_B2223,Cytoplasm,6.052864903875144e-8,2.541178173860097e-7,1.0520847028201313e-7,5.95984910658549e-7,3.75075844722575e-7
H16_B2226,Cell_membrane,7.951593364771377e-4,4.7143330149425995e-4,4.694994874930359e-4,3.252525591187941e-4,1.6536612408768237e-4
H16_B2228,Cytoplasm,1.9749843229148267e-6,2.5377105035516484e-6,3.278645021683377e-6,2.2305857788319364e-6,6.108513736927312e-7
H16_B2229,Cytoplasm,4.6188024148275454e-4,6.262467284043073e-4,6.856868932402655e-4,6.810935238804202e-4,4.651025398449725e-4
H16_B2230,Cell_membrane,3.383343953338635e-7,1.2423050359706577e-6,4.378316546290994e-6,1.5393614276378695e-5,5.52757646856353e-6
H16_B2232,Cell_membrane,3.069162284954466e-4,3.6090504511977333e-4,4.6859731121318295e-4,6.608847104734096e-4,4.82517031095397e-4
H16_B2233,Cytoplasm,2.7415479915403067e-6,2.0043799732077026e-6,8.846495035742653e-7,7.6365622500927e-6,4.8456611956250984e-6
H16_B2234,Cytoplasm,8.25844601830583e-6,6.060978414908225e-6,3.1067136391977863e-6,1.8052402673021324e-6,2.373231157576154e-6
H16_B2235,Cytoplasm,2.0126355929906802e-4,1.1645660985952261e-4,8.809649061290049e-5,8.895937474759123e-5,9.259823237177204e-5
H16_B2238,Cytoplasm,6.151904124579556e-5,1.6574888817272482e-5,3.09045385878581e-5,1.2592830353558892e-4,1.6405713772237108e-4
H16_B2239,Cytoplasm,0.0012760754082140227,4.153874314664821e-4,2.688671856679082e-4,2.0686890289487142e-4,1.9962782086075547e-4
H16_B2240,Cytoplasm,7.333275387354013e-5,2.1841938109635984e-4,8.894799601374017e-5,6.784094795847218e-5,1.3006747593415565e-4
H16_B2241,Cytoplasm,3.368330126007506e-6,4.951097851594983e-7,4.2151893783823525e-6,2.395949535649672e-6,8.682095573243681e-6
H16_B2242,Cell_membrane,1.643327574932035e-8,1.0249218975014318e-7,6.26587545101549e-8,4.437252981509741e-8,6.873578161983502e-8
H16_B2245,Cell_membrane,2.1410908774998417e-6,5.801358810826209e-7,1.1871374751545593e-6,7.332981811556206e-7,3.18261329991877e-6
H16_B2249,Cytoplasm,1.7722771938987112e-4,1.02999671414985e-4,6.234071970251094e-5,8.192440394926748e-5,4.277941550786798e-5
H16_B2250,Cytoplasm,4.0921264547290483e-4,1.4942874420748097e-4,1.2621068188569672e-4,9.650817324839434e-5,1.0643426049931341e-4
H16_B2251,Cytoplasm,2.0186824103065523e-5,1.830745335404799e-5,5.503668682014777e-5,9.756464616329811e-5,1.475959461616995e-4
H16_B2252,Cytoplasm,5.193065006739e-7,9.268122742578125e-7,2.705020061413703e-7,6.580568458354519e-7,4.1255085281643414e-7
H16_B2253,Cytoplasm,NaN,NaN,NaN,NaN,1.6183772213278958e-5
H16_B2254,Cell_membrane,6.448079374348165e-6,1.455850515485578e-5,1.6883864987801435e-5,2.2246014051711353e-5,2.779259230752954e-5
H16_B2255,Cytoplasm,5.767934369036436e-4,4.374838833695255e-4,3.5903671172588566e-4,7.010820293164251e-4,4.691892217192966e-4
H16_B2256,Cytoplasm,1.0461083092052397e-4,1.2012197920782336e-4,1.8188971058968897e-4,1.2139261199468866e-4,1.0122286936323983e-4
H16_B2257,Cytoplasm,7.18841908255891e-8,1.5569943824770354e-6,1.959217666740115e-7,3.233963308838019e-7,1.1592481734213743e-6
H16_B2258,Cytoplasm,1.6589348372478685e-5,1.6505218084715043e-5,1.6926211396824952e-5,2.7418400512150352e-5,1.9170926460926084e-5
H16_B2259,Cytoplasm,1.385968659172194e-6,4.293034797716506e-6,4.328638352135178e-6,5.069819586660351e-6,7.79802000670184e-6
H16_B2265,Cell_membrane,2.476464969727653e-5,2.76629084179331e-5,1.3368300146602798e-5,1.022817107868993e-5,1.709324266233381e-5
H16_B2266,Cytoplasm,6.638193945689876e-6,3.83881158587127e-6,1.515726271227395e-6,3.110893093758619e-6,6.529220791767132e-6
H16_B2267,Cytoplasm,1.2880757149505225e-7,7.17063341603532e-8,7.17164492528137e-8,7.310465860940077e-7,7.233811687185333e-7
H16_B2269,Cytoplasm,3.463842257157452e-5,2.2303979420971273e-5,2.316048435449431e-5,2.8214645407690258e-5,3.232289919340575e-5
H16_B2272,Cytoplasm,5.034410550753793e-6,1.0714715314784588e-5,9.734739453677118e-6,8.746043056431158e-6,3.3008444337541943e-6
H16_B2273,Cytoplasm,3.686442727171779e-6,1.449044829175681e-5,6.787652026792721e-6,7.137085259381059e-6,1.0646539585589662e-5
H16_B2274,Cell_membrane,4.7596143715525926e-5,3.994859413102061e-5,2.5941681766917282e-5,3.12215670850524e-5,1.756309048024642e-5
H16_B2275,Cytoplasm,1.224318164196649e-7,1.3356093098712746e-7,1.7570032431203185e-7,2.5477103895506115e-7,4.143362448524757e-7
H16_B2276,Cytoplasm,2.689003705485064e-7,NaN,NaN,NaN,2.404127746643994e-7
H16_B2277,Cell_membrane,1.9260652617823008e-5,2.783390074758696e-5,3.364557498777568e-5,1.0184633336271608e-4,1.0662391938349922e-4
H16_B2280,Cytoplasm,2.2217345652943836e-5,2.4594264681342987e-5,2.0023030100356328e-5,1.1827433864262582e-5,1.3347045983508135e-5
H16_B2281,Cytoplasm,3.3756232217801552e-6,2.8163924776083095e-5,9.193423936433545e-5,2.184513981097031e-5,3.3653466350033853e-4
H16_B2282,Cytoplasm,NaN,NaN,4.1086009875804626e-7,1.3450012460865673e-6,NaN
H16_B2283,Cytoplasm,2.6329349857159546e-6,6.800443329769474e-6,2.5135320835760736e-6,5.7703730497570465e-6,1.255333000106025e-6
H16_B2284,Cell_membrane,3.4424732389447164e-6,1.2771679862875324e-5,6.362841405091675e-6,1.2677889386755123e-5,1.5354067744836683e-5
H16_B2286,Cytoplasm,4.294185843895901e-6,1.1454956373094712e-5,1.4977252069612766e-5,8.844296688949772e-6,1.456479454816374e-5
H16_B2288,Cytoplasm,2.2371022806701995e-6,8.936119479857978e-7,3.0124850122250077e-6,1.6043609710891678e-6,1.1512332934154862e-6
H16_B2289,Cytoplasm,9.756105126620584e-6,1.1578710883391278e-5,9.578895079722359e-6,1.1955832542380705e-5,9.471354023094207e-6
H16_B2290,Cytoplasm,1.2143910321316543e-5,1.1968667922059418e-5,7.320195347420799e-6,1.3120954432708724e-5,6.588477967152518e-6
H16_B2291,Cytoplasm,6.155046125882075e-5,1.1543777364127722e-4,7.530169153680584e-5,6.250507780728146e-5,1.250142504388386e-4
H16_B2292,Cytoplasm,5.1124078999671293e-5,8.337181297005118e-5,6.74226955168722e-5,4.183090099574812e-5,3.2550084957147225e-5
H16_B2295,Cell_membrane,2.7427539644671993e-6,3.5691423637075206e-6,1.254202534447842e-5,2.720288031390696e-5,6.5378133991203705e-6
H16_B2298,Cell_membrane,NaN,1.1858086127507849e-6,1.10422610206702e-6,1.3856928962522923e-7,4.3118282495394163e-7
H16_B2299,Cytoplasm,NaN,NaN,9.909144356334586e-6,4.712252342367463e-4,NaN
H16_B2300,Cytoplasm,2.828382692355577e-5,3.0181587322163154e-5,2.3922721503148997e-5,2.8782200067119762e-5,1.0337521434205214e-5
H16_B2301,Cytoplasm,9.64899358229173e-5,1.3182564029492496e-4,1.1122484420229976e-4,1.4242727916997556e-4,9.765479413098814e-5
H16_B2304,Cell_membrane,2.7056090222901674e-4,3.3592511035907463e-4,4.0416564952458137e-4,3.021250908269686e-4,2.2822213737051016e-4
H16_B2305,Cytoplasm,1.4474726691165243e-7,1.7596113348956914e-7,8.803999775020871e-7,2.2938919175819274e-7,NaN
H16_B2306,Cytoplasm,2.497307845910813e-6,4.652324766304241e-6,6.397503618929622e-6,1.3414576944846867e-5,1.166261260101186e-5
H16_B2307,Cytoplasm,1.6626550357703303e-6,2.4836931918197907e-6,2.673524848845853e-6,6.942485338714151e-7,9.66287177552284e-7
H16_B2308,Cell_membrane,6.830069675824343e-5,6.1016139402591934e-5,6.19084507593811e-5,4.04923250102668e-5,7.627391031809741e-5
H16_B2311,Cell_membrane,2.2302601938894879e-7,NaN,3.955395124466162e-7,NaN,1.226386103086059e-6
H16_B2312,Cell_membrane,1.5666924590713168e-6,6.467448015509155e-6,1.581958304504238e-5,2.906861474351002e-5,3.238628260632137e-6
H16_B2313,Cell_membrane,2.3478298995864356e-6,4.738416012769823e-6,3.518465229838156e-6,3.188272053999488e-6,4.600227563884419e-6
H16_B2314,Cytoplasm,8.517882628894226e-6,1.8075218881030897e-5,5.023857606668664e-5,2.8534660612607628e-5,7.160227632093168e-5
H16_B2317,Cytoplasm,1.2972656116454447e-5,1.6091320455785004e-5,8.103254544758845e-6,1.0371891080104728e-5,1.2372049523321261e-5
H16_B2318,Cytoplasm,2.9781624459983856e-6,9.849731407346765e-6,3.974234021611399e-5,1.0491004794333242e-5,5.958016741688068e-6
H16_B2322,Cytoplasm,3.0342571248093505e-4,2.0888302968814442e-4,2.0629843469657447e-4,1.4894072269749003e-4,1.5049310733549994e-4
H16_B2323,Cell_membrane,2.455814909206407e-6,2.522259520007834e-6,2.6058860209298525e-6,2.621913718255646e-6,4.162482300477773e-6
H16_B2324,Cytoplasm,NaN,NaN,NaN,NaN,NaN
H16_B2325,Cytoplasm,3.667665651799702e-7,6.245630025340498e-7,1.5096964064687097e-6,2.9006376643221555e-6,2.7939492577076133e-6
H16_B2326,Cytoplasm,6.763270404712892e-5,1.3165908867444881e-4,8.56494839139093e-5,5.504165535607159e-5,6.848020501345862e-5
H16_B2328,Cytoplasm,6.35522471087105e-6,2.2898083039615258e-6,1.5170888783099556e-5,5.8509595451094016e-5,2.552377801033114e-5
H16_B2329,Cytoplasm,6.422875429434533e-7,3.801141361118769e-7,1.1768702562313371e-5,2.318104138964495e-5,3.099258069376929e-5
H16_B2330,Cytoplasm,5.1297127076674555e-5,1.9404071362922077e-4,1.150965294463994e-4,1.8285337752549203e-4,1.2019723795235747e-4
H16_B2331,Cytoplasm,4.1693135391950657e-7,3.266285348234603e-7,4.766343835889393e-7,5.393400541115089e-6,4.455659797819933e-6
H16_B2332,Cell_membrane,2.138068045788861e-4,1.0215145074036237e-4,1.0842928970624135e-4,1.1950520788542387e-4,9.16867690713412e-5
H16_B2333,Cell_membrane,1.3330853019445823e-6,1.3025164496981602e-6,1.4600480630609266e-6,1.5790165665894373e-6,1.2558724313696623e-6
H16_B2334,Cytoplasm,2.7702262219889408e-5,4.5587193098419235e-5,6.444036980611147e-5,1.5171391800722012e-4,1.0321171541303773e-4
H16_B2337,Cytoplasm,NaN,NaN,2.484829422907089e-7,NaN,NaN
H16_B2338,Cytoplasm,1.4132483092844308e-6,1.5605913368382145e-6,4.457974811487344e-6,1.7863884187859968e-5,4.8791487494800645e-6
H16_B2339,Cytoplasm,1.9897298844964233e-5,1.6920066163588077e-5,1.5035887471681842e-5,1.0757754411593671e-5,7.617258984728985e-6
H16_B2340,Cytoplasm,5.70333544831606e-6,1.2932669499464837e-5,1.3602623802539711e-5,1.204535514879951e-5,1.5608547836823954e-5
H16_B2341,Cytoplasm,3.022684645495708e-6,2.7867657482472917e-6,1.294600244075949e-6,9.828517045123055e-6,4.179977018067139e-6
H16_B2342,Cytoplasm,6.8392471499944424e-6,4.1697922794503834e-6,9.07036327142413e-6,1.699824333384568e-5,5.536700741925445e-6
H16_B2343,Cytoplasm,1.3531214895390667e-6,2.142846338120354e-6,3.3989325564469375e-6,2.007796717344276e-6,1.3444750365198994e-6
H16_B2345,Cytoplasm,1.0677119048717687e-4,7.897093833461735e-5,4.360680045173937e-5,4.617211545915579e-5,3.5197570489159915e-05
H16_B2346,Cell_membrane,4.286654947929718e-6,8.622363767981979e-6,8.822370453521588e-6,1.2372829729807873e-6,3.870951943524462e-5
H16_B2347,Cytoplasm,2.3974929806759877e-5,5.195248860246319e-5,1.0144244733418374e-4,1.1071042913469818e-4,7.500105273134006e-5
H16_B2348,Cytoplasm,1.1607142054122026e-6,9.144937982218997e-7,1.4022781268422575e-6,1.408571205033812e-6,2.3023203551313534e-6
H16_B2349,Cytoplasm,5.824812728665211e-6,4.584849169695924e-6,6.253291032281746e-6,1.7309254065191787e-6,2.529202412447089e-6
H16_B2350,Cell_membrane,8.861574223584621e-6,5.336457195551104e-6,6.889564764214435e-6,5.028309288101645e-6,5.891516847635701e-6
